Unnamed: 0,county,gallons_from_great_lakes,gallons_from_groundwater,gallons_from_inland_surface,total_gallons_all_sources,industry,year
5165,Crawford,0,0,0,0,Other,2019
5166,Delta,0,0,0,0,Other,2019
5167,Dickinson,0,0,0,0,Other,2019
5168,Eaton,0,0,0,0,Other,2019
5169,Emmet,0,242664164,92160000,334824164,Other,2019
5170,Genesee,0,0,3398108,3398108,Other,2019
5171,Gladwin,0,0,0,0,Other,2019
5172,Gogebic,0,0,0,0,Other,2019
5173,Grand Traverse,0,56000,0,56000,Other,2019
5174,Gratiot,0,134500,0,134500,Other,2019
5175,Hillsdale,0,3314643,0,3314643,Other,2019
5176,Houghton,0,0,0,0,Other,2019
5177,Huron,0,0,0,0,Other,2019
5178,Ingham,0,985011125,0,985011125,Other,2019
5179,Ionia,0,6575,0,6575,Other,2019
5180,Iosco,0,0,0,0,Other,2019
5181,Iron,0,0,0,0,Other,2019
5182,Isabella,0,250000,16000,266000,Other,2019
5183,Jackson,0,21900,0,21900,Other,2019
5184,Kalamazoo,0,15736000,425961000,441697000,Other,2019
5185,Kalkaska,0,111808200,0,111808200,Other,2019
5186,Kent,0,61333500,0,61333500,Other,2019
5187,Keweenaw,0,0,0,0,Other,2019
5188,Lake,0,0,0,0,Other,2019
5189,Lapeer,0,0,0,0,Other,2019
5190,Leelanau,0,3159385,0,3159385,Other,2019
5191,Lenawee,0,0,0,0,Other,2019
5192,Livingston,0,0,0,0,Other,2019
5193,Luce,0,0,0,0,Other,2019
5194,Mackinac,0,0,0,0,Other,2019
5195,Macomb,0,0,0,0,Other,2019
5196,Manistee,0,11556871,0,11556871,Other,2019
5197,Marquette,0,0,175494671,175494671,Other,2019
5198,Mason,0,0,0,0,Other,2019
5199,Mecosta,0,356000,0,356000,Other,2019
5200,Menominee,0,0,0,0,Other,2019
5201,Midland,0,0,0,0,Other,2019
5202,Missaukee,0,64300,0,64300,Other,2019
5203,Monroe,0,0,59000,59000,Other,2019
5204,Montcalm,0,184925000,0,184925000,Other,2019
5205,Montmorency,0,0,0,0,Other,2019
5206,Muskegon,0,5309600,493956000,499265600,Other,2019
5207,Newaygo,0,17600,0,17600,Other,2019
5208,Oakland,0,579309200,811416000,1390725200,Other,2019
5209,Oceana,0,2562954,0,2562954,Other,2019
5210,Ogemaw,0,0,0,0,Other,2019
5211,Ontonagon,0,0,0,0,Other,2019
5212,Osceola,0,0,0,0,Other,2019
5213,Oscoda,0,0,0,0,Other,2019
5214,Otsego,0,0,0,0,Other,2019
5215,Ottawa,0,1168090,0,1168090,Other,2019
5216,Presque Isle,0,0,0,0,Other,2019
5217,Roscommon,0,0,0,0,Other,2019
5218,Saginaw,0,0,0,0,Other,2019
5219,Saint Clair,0,0,0,0,Other,2019
5220,Saint Joseph,0,805669801,0,805669801,Other,2019
5221,Sanilac,0,350000,1080000000,1080350000,Other,2019
5222,Schoolcraft,0,0,0,0,Other,2019
5223,Shiawassee,0,1976400,0,1976400,Other,2019
5224,Tuscola,0,0,0,0,Other,2019
5225,Van Buren,0,2664590,0,2664590,Other,2019
5226,Washtenaw,0,0,0,0,Other,2019
5227,Wayne,0,20330400,0,20330400,Other,2019
5228,Wexford,0,67500,0,67500,Other,2019
5229,Alcona,0,23353450,0,23353450,Public Water Supply,2019
5230,Alger,0,169776399,0,169776399,Public Water Supply,2019
5231,Allegan,578959000,1634964018,0,2213923018,Public Water Supply,2019
5232,Alpena,647190000,1343203,0,648533203,Public Water Supply,2019
5233,Antrim,0,381909086,0,381909086,Public Water Supply,2019
5234,Arenac,18106881999,4632900,0,18111514899,Public Water Supply,2019
5235,Baraga,176286000,0,0,176286000,Public Water Supply,2019
5236,Barry,0,628055928,0,628055928,Public Water Supply,2019
5237,Bay,2761173000,0,0,2761173000,Public Water Supply,2019
5238,Benzie,0,239225700,0,239225700,Public Water Supply,2019
5239,Berrien,3569218000,1213888891,0,4783106891,Public Water Supply,2019
5240,Branch,0,1275635346,0,1275635346,Public Water Supply,2019
5241,Calhoun,0,4422760133,0,4422760133,Public Water Supply,2019
5242,Cass,0,424599158,0,424599158,Public Water Supply,2019
5243,Charlevoix,229527000,573169422,0,802696422,Public Water Supply,2019
5244,Cheboygan,0,319511200,0,319511200,Public Water Supply,2019
5245,Chippewa,525563999,272324250,0,797888250,Public Water Supply,2019
5246,Clare,0,442634528,0,442634528,Public Water Supply,2019
5247,Clinton,0,458186868,0,458186868,Public Water Supply,2019
5248,Crawford,0,248477217,0,248477217,Public Water Supply,2019
5249,Delta,735877000,27108540,0,762985540,Public Water Supply,2019
5250,Dickinson,0,749762173,0,749762173,Public Water Supply,2019
5251,Eaton,0,973624011,0,973624011,Public Water Supply,2019
5252,Emmet,0,1311298194,0,1311298194,Public Water Supply,2019
5253,Genesee,0,1287548570,0,1287548570,Public Water Supply,2019
5254,Gladwin,0,142620036,0,142620036,Public Water Supply,2019
5255,Gogebic,0,658550170,0,658550170,Public Water Supply,2019
5256,Grand Traverse,1855866000,578045103,0,2433911104,Public Water Supply,2019
5257,Gratiot,0,708744115,0,708744115,Public Water Supply,2019
5258,Hillsdale,0,662798289,0,662798289,Public Water Supply,2019
5259,Houghton,0,939609800,0,939609800,Public Water Supply,2019
5260,Huron,617287000,144360300,0,761647300,Public Water Supply,2019
5261,Ingham,0,10749729140,0,10749729140,Public Water Supply,2019
5262,Ionia,0,1510539335,0,1510539335,Public Water Supply,2019
5263,Iosco,411298000,5421889,0,416719889,Public Water Supply,2019
5264,Iron,0,515053800,0,515053800,Public Water Supply,2019
5265,Isabella,0,1137963355,0,1137963355,Public Water Supply,2019
5266,Jackson,0,3909726386,0,3909726386,Public Water Supply,2019
5267,Kalamazoo,0,8849745776,0,8849745776,Public Water Supply,2019
5268,Kalkaska,0,122810600,0,122810600,Public Water Supply,2019
5269,Kent,24657747000,2837533213,0,27495280213,Public Water Supply,2019
5270,Keweenaw,0,16245600,0,16245600,Public Water Supply,2019
5271,Lake,0,83720219,0,83720219,Public Water Supply,2019
5272,Lapeer,0,144295600,0,144295600,Public Water Supply,2019
5273,Leelanau,4842000,141000915,0,145842915,Public Water Supply,2019
5274,Lenawee,0,1338780503,773231000,2112011503,Public Water Supply,2019
5275,Livingston,0,2764361097,0,2764361097,Public Water Supply,2019
5276,Luce,0,146977400,0,146977400,Public Water Supply,2019
5277,Mackinac,475956000,5633929,0,481589930,Public Water Supply,2019
5278,Macomb,985390000,357069067,0,1342459067,Public Water Supply,2019
5279,Manistee,0,499523395,0,499523395,Public Water Supply,2019
5280,Marquette,795260000,793367720,0,1588627720,Public Water Supply,2019
5281,Mason,1052335000,92079000,0,1144414000,Public Water Supply,2019
5282,Mecosta,0,498681501,0,498681501,Public Water Supply,2019
5283,Menominee,332714000,45125450,0,377839450,Public Water Supply,2019
5284,Midland,0,54045100,0,54045100,Public Water Supply,2019
5285,Missaukee,0,161468000,0,161468000,Public Water Supply,2019
5286,Monroe,3413906000,18299000,0,3432205000,Public Water Supply,2019
5287,Montcalm,0,1112753100,0,1112753100,Public Water Supply,2019
5288,Montmorency,0,41211500,0,41211500,Public Water Supply,2019
5289,Muskegon,4602340000,662626845,0,5264966845,Public Water Supply,2019
5290,Newaygo,0,584026513,0,584026513,Public Water Supply,2019
5291,Oakland,0,7153251679,0,7153251679,Public Water Supply,2019
5292,Oceana,0,391034700,0,391034700,Public Water Supply,2019
5293,Ogemaw,0,129494055,0,129494055,Public Water Supply,2019
5294,Ontonagon,97642000,23835900,0,121477900,Public Water Supply,2019
5295,Osceola,0,485936585,0,485936585,Public Water Supply,2019
5296,Oscoda,0,24379500,0,24379500,Public Water Supply,2019
5297,Otsego,0,339156489,0,339156489,Public Water Supply,2019
5298,Ottawa,7316126999,76567355,0,7392694355,Public Water Supply,2019
5299,Presque Isle,0,145096818,0,145096818,Public Water Supply,2019
5300,Roscommon,0,73811456,0,73811456,Public Water Supply,2019
5301,Saginaw,0,138851600,0,138851600,Public Water Supply,2019
5302,Sanilac,107155000,455576593,0,562731593,Public Water Supply,2019
5303,Schoolcraft,158349000,7408104,0,165757104,Public Water Supply,2019
5304,Shiawassee,0,916379904,0,916379904,Public Water Supply,2019
5305,St Clair,3794689000,163952797,0,3958641797,Public Water Supply,2019
5306,St Joseph,0,1143597902,0,1143597902,Public Water Supply,2019
5307,Tuscola,0,685749200,0,685749200,Public Water Supply,2019
5308,Van Buren,0,716037025,0,716037025,Public Water Supply,2019
5309,Washtenaw,0,2152594626,4253148400,6405743026,Public Water Supply,2019
5310,Wayne,158255810000,0,0,158255810000,Public Water Supply,2019
5311,Wexford,0,893488800,0,893488800,Public Water Supply,2019
5312,Alcona,0,194937259,264689000,459626259,Total All Sectors,2017
5313,Alger,1520550000,261145386,0,1781695386,Total All Sectors,2017
5314,Allegan,0,6709805403,5587677768,12297483171,Total All Sectors,2017
5315,Alpena,41415820000,10845281,2470771681,43897436962,Total All Sectors,2017
5316,Antrim,0,2541812142,23891119,2565703261,Total All Sectors,2017
5317,Arenac,18653610578,45036171,99183431,18797830180,Total All Sectors,2017
5318,Baraga,5927985000,0,0,5927985000,Total All Sectors,2017
5319,Barry,0,2140995291,691786246,2832781537,Total All Sectors,2017
5320,Bay,2647607467,89079570,103031663505,105768350542,Total All Sectors,2017
5321,Benzie,0,913805628,2719472030,3633277658,Total All Sectors,2017
5322,Berrien,785999448000,4782829289,838745526,791621022815,Total All Sectors,2017
5323,Branch,0,9009024525,4266148381,13275172906,Total All Sectors,2017
5324,Calhoun,0,9683173672,1710136478,11393310150,Total All Sectors,2017
5325,Cass,0,13271899985,1072212393,14344112378,Total All Sectors,2017
5326,Charlevoix,238606000,5269712890,1053284472,6561603362,Total All Sectors,2017
5327,Cheboygan,0,343531241,54741146,398272387,Total All Sectors,2017
5328,Chippewa,876705000,334578595,0,1211283595,Total All Sectors,2017
5329,Clare,0,553830196,750480000,1304310196,Total All Sectors,2017
5330,Clinton,0,1334882763,1081868844,2416751607,Total All Sectors,2017
5331,Crawford,0,409624528,129150000,538774528,Total All Sectors,2017
5332,Delta,14587952400,85849338,213356023,14887157761,Total All Sectors,2017
5333,Dickinson,0,756311740,7347286260,8103598000,Total All Sectors,2017
5334,Eaton,0,1071182271,628654001,1699836272,Total All Sectors,2017
5335,Emmet,54500000,1931231230,110900000,2096631230,Total All Sectors,2017
5336,Genesee,0,1569466853,159683682,1729150535,Total All Sectors,2017
5337,Gladwin,0,150198264,1458000,151656264,Total All Sectors,2017
5338,Gogebic,0,687847994,27000000,714847994,Total All Sectors,2017
5339,Grand Traverse,1892970000,1439776932,44978779,3377725711,Total All Sectors,2017
5340,Gratiot,0,4288413756,508410691,4796824447,Total All Sectors,2017
5341,Hillsdale,0,4169134684,500583559,4669718243,Total All Sectors,2017
5342,Houghton,0,941968569,6260000,948228569,Total All Sectors,2017
5343,Huron,670786000,356796825,333479208,1361062033,Total All Sectors,2017
5344,Ingham,0,11596130601,30981072606,42577203207,Total All Sectors,2017
5345,Ionia,0,2769364481,365775537,3135140018,Total All Sectors,2017
5346,Iosco,394686666,143281705,22770102,560738473,Total All Sectors,2017
5347,Iron,0,415051280,14195750,429247030,Total All Sectors,2017
5348,Isabella,0,3324926523,1050050550,4374977073,Total All Sectors,2017
5349,Jackson,0,7604788710,665488325,8270277035,Total All Sectors,2017
5350,Kalamazoo,0,23435354492,3433132210,26868486702,Total All Sectors,2017
5351,Kalkaska,0,1257502588,220307026,1477809614,Total All Sectors,2017
5352,Kent,25025250000,5684763336,1369349121,32079362457,Total All Sectors,2017
5353,Keweenaw,1661297,16155942,0,17817239,Total All Sectors,2017
5354,Lake,0,107938900,0,107938900,Total All Sectors,2017
5355,Lapeer,0,227677921,108211948,335889869,Total All Sectors,2017
5356,Leelanau,4903903,1070908743,40202793,1116015439,Total All Sectors,2017
5357,Lenawee,0,2130946379,1703594628,3834541007,Total All Sectors,2017
5358,Livingston,0,3411582589,1480591884,4892174474,Total All Sectors,2017
5359,Luce,0,544963376,0,544963376,Total All Sectors,2017
5360,Mackinac,3509090000,73639200,7195000,3589924200,Total All Sectors,2017
5361,Macomb,1097760000,488656549,748480960,2334897509,Total All Sectors,2017
5362,Manistee,836953718,1380787496,10136395287,12354136501,Total All Sectors,2017
5363,Marquette,64537612083,1296807044,5542496489,71376915616,Total All Sectors,2017
5364,Mason,980526000,1235014355,6358814966,8574355321,Total All Sectors,2017
5365,Mecosta,0,5080959995,414850222,5495810217,Total All Sectors,2017
5366,Menominee,297580000,55158202,426310000,779048202,Total All Sectors,2017
5367,Midland,0,233455133,1387099767,1620554900,Total All Sectors,2017
5368,Missaukee,0,1928350692,395798668,2324149360,Total All Sectors,2017
5369,Monroe,580122128900,10197031858,619914992,590939075750,Total All Sectors,2017
5370,Montcalm,0,19548082088,5415915266,24963997354,Total All Sectors,2017
5371,Montmorency,0,67534983,0,67534983,Total All Sectors,2017
5372,Muskegon,6382672000,2442987570,1878424098,10704083668,Total All Sectors,2017
5373,Newaygo,0,3106541383,433980542,3540521925,Total All Sectors,2017
5374,Oakland,0,11818456173,5713426408,17531882581,Total All Sectors,2017
5375,Oceana,0,2416451003,195327021,2611778024,Total All Sectors,2017
5376,Ogemaw,0,193648734,248575398,442224133,Total All Sectors,2017
5377,Ontonagon,116780000,35709467,0,152489468,Total All Sectors,2017
5378,Osceola,0,986129208,22595800,1008725008,Total All Sectors,2017
5379,Oscoda,0,59467991,70400000,129867991,Total All Sectors,2017
5380,Otsego,0,573245665,0,573245665,Total All Sectors,2017
5381,Ottawa,222512480410,3596048390,14394046453,240502575253,Total All Sectors,2017
5382,Presque Isle,2140089898,8598573784,9309207825,20047871507,Total All Sectors,2017
5383,Roscommon,0,142051767,12201704,154253471,Total All Sectors,2017
5384,Saginaw,0,765402820,82931512,848334332,Total All Sectors,2017
5385,Saint Clair,376059942137,283185070,58362033,376401489240,Total All Sectors,2017
5386,Saint Joseph,0,25100189307,6082074449,31182263756,Total All Sectors,2017
5387,Sanilac,107888000,905867211,72083120,1085838331,Total All Sectors,2017
5388,Schoolcraft,1702185000,36833089081,1865215000,40400489081,Total All Sectors,2017
5389,Shiawassee,0,1171312594,367140300,1538452894,Total All Sectors,2017
5390,Tuscola,0,1200562446,1572103435,2772665881,Total All Sectors,2017
5391,Van Buren,7514069900,10559102056,748062258,18821234214,Total All Sectors,2017
5392,Washtenaw,0,3823884960,5130579945,8954464905,Total All Sectors,2017
5393,Wayne,399842042554,838474031,162050236505,562730753090,Total All Sectors,2017
5394,Wexford,0,2888325875,0,2888325875,Total All Sectors,2017
5395,Alcona,0,4000,0,4000,Commercial-Institutional,2017
5396,Alger,0,2581435,0,2581435,Commercial-Institutional,2017
5397,Allegan,0,33451715,0,33451715,Commercial-Institutional,2017
5398,Alpena,0,0,0,0,Commercial-Institutional,2017
5399,Antrim,0,1699300,0,1699300,Commercial-Institutional,2017
5400,Arenac,0,0,0,0,Commercial-Institutional,2017
5401,Baraga,0,0,0,0,Commercial-Institutional,2017
5402,Barry,0,21002000,0,21002000,Commercial-Institutional,2017
5403,Bay,0,0,0,0,Commercial-Institutional,2017
5404,Benzie,0,6120196,0,6120196,Commercial-Institutional,2017
5405,Berrien,0,14488922,0,14488922,Commercial-Institutional,2017
5406,Branch,0,1560550,0,1560550,Commercial-Institutional,2017
5407,Calhoun,0,106109795,0,106109795,Commercial-Institutional,2017
5408,Cass,0,3986451,0,3986451,Commercial-Institutional,2017
5409,Charlevoix,0,585559895,0,585559895,Commercial-Institutional,2017
5410,Cheboygan,0,0,0,0,Commercial-Institutional,2017
5411,Chippewa,0,1550000,0,1550000,Commercial-Institutional,2017
5412,Clare,0,15594000,0,15594000,Commercial-Institutional,2017
5413,Clinton,0,11663400,0,11663400,Commercial-Institutional,2017
5414,Crawford,0,35618458,0,35618458,Commercial-Institutional,2017
5415,Delta,0,0,0,0,Commercial-Institutional,2017
5416,Dickinson,0,0,0,0,Commercial-Institutional,2017
5417,Eaton,0,1376920,9000000,10376920,Commercial-Institutional,2017
5418,Emmet,0,127257120,0,127257120,Commercial-Institutional,2017
5419,Genesee,0,5000000,0,5000000,Commercial-Institutional,2017
5420,Gladwin,0,0,0,0,Commercial-Institutional,2017
5421,Gogebic,0,0,27000000,27000000,Commercial-Institutional,2017
5422,Grand Traverse,0,14819650,0,14819650,Commercial-Institutional,2017
5423,Gratiot,0,1591587,0,1591587,Commercial-Institutional,2017
5424,Hillsdale,0,9460200,0,9460200,Commercial-Institutional,2017
5425,Houghton,0,0,0,0,Commercial-Institutional,2017
5426,Huron,0,8142314,0,8142314,Commercial-Institutional,2017
5427,Ingham,0,27388910,72000,27460910,Commercial-Institutional,2017
5428,Ionia,0,61426141,0,61426141,Commercial-Institutional,2017
5429,Iosco,0,2147500,0,2147500,Commercial-Institutional,2017
5430,Iron,0,0,0,0,Commercial-Institutional,2017
5431,Isabella,0,36000,0,36000,Commercial-Institutional,2017
5432,Jackson,0,196947138,0,196947138,Commercial-Institutional,2017
5433,Kalamazoo,0,86638824,0,86638824,Commercial-Institutional,2017
5434,Kalkaska,0,0,0,0,Commercial-Institutional,2017
5435,Kent,0,72621045,34424215,107045260,Commercial-Institutional,2017
5436,Keweenaw,0,0,0,0,Commercial-Institutional,2017
5437,Lake,0,0,0,0,Commercial-Institutional,2017
5438,Lapeer,0,1007600,0,1007600,Commercial-Institutional,2017
5439,Leelanau,0,12513899,0,12513899,Commercial-Institutional,2017
5440,Lenawee,0,10329976,0,10329976,Commercial-Institutional,2017
5441,Livingston,0,10674967,0,10674967,Commercial-Institutional,2017
5442,Luce,0,781520,0,781520,Commercial-Institutional,2017
5443,Mackinac,0,0,0,0,Commercial-Institutional,2017
5444,Macomb,0,3392421,0,3392421,Commercial-Institutional,2017
5445,Manistee,0,1218003,0,1218003,Commercial-Institutional,2017
5446,Marquette,0,0,0,0,Commercial-Institutional,2017
5447,Mason,0,7710900,0,7710900,Commercial-Institutional,2017
5448,Mecosta,0,5334426,0,5334426,Commercial-Institutional,2017
5449,Menominee,0,0,0,0,Commercial-Institutional,2017
5450,Midland,0,0,0,0,Commercial-Institutional,2017
5451,Missaukee,0,24452792,0,24452792,Commercial-Institutional,2017
5452,Monroe,0,8240280,0,8240280,Commercial-Institutional,2017
5453,Montcalm,0,1868200,0,1868200,Commercial-Institutional,2017
5454,Montmorency,0,14400,0,14400,Commercial-Institutional,2017
5455,Muskegon,0,9359911,0,9359911,Commercial-Institutional,2017
5456,Newaygo,0,4104000,0,4104000,Commercial-Institutional,2017
5457,Oakland,0,26302408,288000,26590408,Commercial-Institutional,2017
5458,Oceana,0,12070546,920600,12991146,Commercial-Institutional,2017
5459,Ogemaw,0,0,0,0,Commercial-Institutional,2017
5460,Ontonagon,0,0,0,0,Commercial-Institutional,2017
5461,Osceola,0,3745073,4565800,8310873,Commercial-Institutional,2017
5462,Oscoda,0,16800,0,16800,Commercial-Institutional,2017
5463,Otsego,0,0,0,0,Commercial-Institutional,2017
5464,Ottawa,0,11803848,367500,12171348,Commercial-Institutional,2017
5465,Presque Isle,0,193200,0,193200,Commercial-Institutional,2017
5466,Roscommon,0,26350772,0,26350772,Commercial-Institutional,2017
5467,Saginaw,0,0,0,0,Commercial-Institutional,2017
5468,Saint Clair,0,167000,0,167000,Commercial-Institutional,2017
5469,Saint Joseph,0,56065574,0,56065574,Commercial-Institutional,2017
5470,Sanilac,0,331700,0,331700,Commercial-Institutional,2017
5471,Schoolcraft,0,0,0,0,Commercial-Institutional,2017
5472,Shiawassee,0,0,0,0,Commercial-Institutional,2017
5473,Tuscola,0,3685890,0,3685890,Commercial-Institutional,2017
5474,Van Buren,0,3218700,0,3218700,Commercial-Institutional,2017
5475,Washtenaw,0,72870340,0,72870340,Commercial-Institutional,2017
5476,Wayne,0,6156000,0,6156000,Commercial-Institutional,2017
5477,Wexford,0,70597675,0,70597675,Commercial-Institutional,2017
5478,Alcona,0,131714000,0,131714000,Electric Power Generation,2017
5479,Alger,0,0,0,0,Electric Power Generation,2017
5480,Allegan,0,1904214,0,1904214,Electric Power Generation,2017
5481,Alpena,40839120000,0,776730000,41615850000,Electric Power Generation,2017
5482,Antrim,0,0,0,0,Electric Power Generation,2017
5483,Arenac,0,0,0,0,Electric Power Generation,2017
5484,Baraga,5660070000,0,0,5660070000,Electric Power Generation,2017
5485,Barry,0,0,0,0,Electric Power Generation,2017
5486,Bay,0,0,101347562031,101347562031,Electric Power Generation,2017
5487,Benzie,0,0,0,0,Electric Power Generation,2017
5488,Berrien,782492000000,0,0,782492000000,Electric Power Generation,2017
5489,Branch,0,0,0,0,Electric Power Generation,2017
5490,Calhoun,0,0,0,0,Electric Power Generation,2017
5491,Cass,0,0,0,0,Electric Power Generation,2017
5492,Charlevoix,0,0,0,0,Electric Power Generation,2017
5493,Cheboygan,0,0,0,0,Electric Power Generation,2017
5494,Chippewa,0,0,0,0,Electric Power Generation,2017
5495,Clare,0,0,0,0,Electric Power Generation,2017
5496,Clinton,0,0,0,0,Electric Power Generation,2017
5497,Crawford,0,78000000,0,78000000,Electric Power Generation,2017
5498,Delta,0,0,0,0,Electric Power Generation,2017
5499,Dickinson,0,0,0,0,Electric Power Generation,2017
5500,Eaton,0,0,538729000,538729000,Electric Power Generation,2017
5501,Emmet,0,0,0,0,Electric Power Generation,2017
5502,Genesee,0,40185960,0,40185960,Electric Power Generation,2017
5503,Gladwin,0,0,0,0,Electric Power Generation,2017
5504,Gogebic,0,0,0,0,Electric Power Generation,2017
5505,Grand Traverse,0,0,0,0,Electric Power Generation,2017
5506,Gratiot,0,0,0,0,Electric Power Generation,2017
5507,Hillsdale,0,0,0,0,Electric Power Generation,2017
5508,Houghton,0,0,0,0,Electric Power Generation,2017
5509,Huron,0,0,0,0,Electric Power Generation,2017
5510,Ingham,0,0,30867272172,30867272172,Electric Power Generation,2017
5511,Ionia,0,0,0,0,Electric Power Generation,2017
5512,Iosco,0,0,0,0,Electric Power Generation,2017
5513,Iron,0,0,0,0,Electric Power Generation,2017
5514,Isabella,0,23296870,0,23296870,Electric Power Generation,2017
5515,Jackson,0,0,0,0,Electric Power Generation,2017
5516,Kalamazoo,0,0,0,0,Electric Power Generation,2017
5517,Kalkaska,0,0,0,0,Electric Power Generation,2017
5518,Kent,0,0,112165565,112165565,Electric Power Generation,2017
5519,Keweenaw,0,0,0,0,Electric Power Generation,2017
5520,Lake,0,0,0,0,Electric Power Generation,2017
5521,Lapeer,0,0,0,0,Electric Power Generation,2017
5522,Leelanau,0,0,0,0,Electric Power Generation,2017
5523,Lenawee,0,0,0,0,Electric Power Generation,2017
5524,Livingston,0,0,0,0,Electric Power Generation,2017
5525,Luce,0,0,0,0,Electric Power Generation,2017
5526,Mackinac,0,0,0,0,Electric Power Generation,2017
5527,Macomb,0,0,0,0,Electric Power Generation,2017
5528,Manistee,0,67071481,339714029,406785510,Electric Power Generation,2017
5529,Marquette,63777052083,0,0,63777052083,Electric Power Generation,2017
5530,Mason,0,0,0,0,Electric Power Generation,2017
5531,Mecosta,0,0,0,0,Electric Power Generation,2017
5532,Menominee,0,0,0,0,Electric Power Generation,2017
5533,Midland,0,0,87860000,87860000,Electric Power Generation,2017
5534,Missaukee,0,134525190,0,134525190,Electric Power Generation,2017
5535,Monroe,576591826000,0,0,576591826000,Electric Power Generation,2017
5536,Montcalm,0,0,0,0,Electric Power Generation,2017
5537,Montmorency,0,0,0,0,Electric Power Generation,2017
5538,Muskegon,0,0,0,0,Electric Power Generation,2017
5539,Newaygo,0,0,0,0,Electric Power Generation,2017
5540,Oakland,0,0,0,0,Electric Power Generation,2017
5541,Oceana,0,0,0,0,Electric Power Generation,2017
5542,Ogemaw,0,0,0,0,Electric Power Generation,2017
5543,Ontonagon,0,0,0,0,Electric Power Generation,2017
5544,Osceola,0,0,0,0,Electric Power Generation,2017
5545,Oscoda,0,0,0,0,Electric Power Generation,2017
5546,Otsego,0,0,0,0,Electric Power Generation,2017
5547,Ottawa,215366731410,285564715,12553991225,228206287350,Electric Power Generation,2017
5548,Presque Isle,0,0,0,0,Electric Power Generation,2017
5549,Roscommon,0,0,0,0,Electric Power Generation,2017
5550,Saginaw,0,0,0,0,Electric Power Generation,2017
5551,Saint Clair,367443846000,0,0,367443846000,Electric Power Generation,2017
5552,Saint Joseph,0,0,0,0,Electric Power Generation,2017
5553,Sanilac,0,0,0,0,Electric Power Generation,2017
5554,Schoolcraft,0,0,0,0,Electric Power Generation,2017
5555,Shiawassee,0,0,0,0,Electric Power Generation,2017
5556,Tuscola,0,0,0,0,Electric Power Generation,2017
5557,Van Buren,6938990900,0,0,6938990900,Electric Power Generation,2017
5558,Washtenaw,0,0,0,0,Electric Power Generation,2017
5559,Wayne,136612209000,0,69432823000,206045032000,Electric Power Generation,2017
5560,Wexford,0,0,0,0,Electric Power Generation,2017
5561,Alcona,0,0,0,0,Industrial-Manufacturing,2017
5562,Alger,1520550000,102203651,0,1622753651,Industrial-Manufacturing,2017
5563,Allegan,0,1106564594,2424262620,3530827214,Industrial-Manufacturing,2017
5564,Alpena,0,0,1554390481,1554390481,Industrial-Manufacturing,2017
5565,Antrim,0,90860802,0,90860802,Industrial-Manufacturing,2017
5566,Arenac,0,0,0,0,Industrial-Manufacturing,2017
5567,Baraga,102092000,0,0,102092000,Industrial-Manufacturing,2017
5568,Barry,0,180526576,53550000,234076576,Industrial-Manufacturing,2017
5569,Bay,0,329500,965512571,965842071,Industrial-Manufacturing,2017
5570,Benzie,0,89380138,0,89380138,Industrial-Manufacturing,2017
5571,Berrien,0,308785001,0,308785001,Industrial-Manufacturing,2017
5572,Branch,0,5492750,191729540,197222290,Industrial-Manufacturing,2017
5573,Calhoun,0,1824457194,453423400,2277880594,Industrial-Manufacturing,2017
5574,Cass,0,80856000,323037000,403893000,Industrial-Manufacturing,2017
5575,Charlevoix,0,4090419500,1015659972,5106079472,Industrial-Manufacturing,2017
5576,Cheboygan,0,24069612,29148208,53217820,Industrial-Manufacturing,2017
5577,Chippewa,331000000,0,0,331000000,Industrial-Manufacturing,2017
5578,Clare,0,43428450,750480000,793908450,Industrial-Manufacturing,2017
5579,Clinton,0,208968110,405450000,614418110,Industrial-Manufacturing,2017
5580,Crawford,0,35775560,0,35775560,Industrial-Manufacturing,2017
5581,Delta,13797036400,62116080,190315308,14049467788,Industrial-Manufacturing,2017
5582,Dickinson,0,12188500,7334000000,7346188500,Industrial-Manufacturing,2017
5583,Eaton,0,3779086,0,3779086,Industrial-Manufacturing,2017
5584,Emmet,0,97976560,0,97976560,Industrial-Manufacturing,2017
5585,Genesee,0,7670433,0,7670433,Industrial-Manufacturing,2017
5586,Gladwin,0,0,0,0,Industrial-Manufacturing,2017
5587,Gogebic,0,60000000,0,60000000,Industrial-Manufacturing,2017
5588,Grand Traverse,0,200722492,0,200722492,Industrial-Manufacturing,2017
5589,Gratiot,0,2306000,124488000,126794000,Industrial-Manufacturing,2017
5590,Hillsdale,0,878206453,0,878206453,Industrial-Manufacturing,2017
5591,Houghton,0,0,0,0,Industrial-Manufacturing,2017
5592,Huron,0,22893120,0,22893120,Industrial-Manufacturing,2017
5593,Ingham,0,31373463,26325000,57698463,Industrial-Manufacturing,2017
5594,Ionia,0,136361240,0,136361240,Industrial-Manufacturing,2017
5595,Iosco,0,29240052,16770102,46010154,Industrial-Manufacturing,2017
5596,Iron,0,0,0,0,Industrial-Manufacturing,2017
5597,Isabella,0,0,580000000,580000000,Industrial-Manufacturing,2017
5598,Jackson,0,189385321,279298800,468684121,Industrial-Manufacturing,2017
5599,Kalamazoo,0,6206556069,1197477943,7404034012,Industrial-Manufacturing,2017
5600,Kalkaska,0,0,0,0,Industrial-Manufacturing,2017
5601,Kent,0,273826218,170790000,444616218,Industrial-Manufacturing,2017
